"Megye kód";"KSH kód";Megye;Település;"Település típusa";"Állandó férfi lakosság összesen";"Állandó női lakosság összesen"
13;07542;PES;Szentlőrinckáta;község;958;1 036
13;28653;PES;Szentmártonkáta;község;2 592;2 467
13;26259;PES;Szigetbecse;község;719;710
13;07870;PES;Szigetcsép;község;1 339;1 360
13;26213;PES;Szigetmonostor;község;1 531;1 464
13;15185;PES;Szigetszentmárton;község;1 231;1 307
13;22114;PES;Szigetújfalu;község;1 146;1 160
13;06947;PES;Szokolya;község;992;975
13;12690;PES;Sződ;község;1 553;1 672
13;28866;PES;Sződliget;község;2 382;2 469
13;08332;PES;Táborfalva;község;1 740;1 784
13;31963;PES;Tahitótfalu;község;3 112;3 167
13;15015;PES;Tápióbicske;község;1 884;1 837
13;17303;PES;Tápiógyörgye;község;1 798;1 898
13;09405;PES;Tápióság;község;1 367;1 468
13;02769;PES;Tápiószőlős;község;1 475;1 567
13;27386;PES;Tatárszentgyörgy;község;1 009;1 032
13;08280;PES;Telki;község;2 292;2 283
13;19248;PES;Tésa;község;64;40
13;07108;PES;Tinnye;község;947;933
13;21467;PES;Tóalmás;község;2 045;2 048
13;24527;PES;Tök;község;728;730
13;22008;PES;Törtel;község;2 122;2 233
13;19682;PES;Újlengyel;község;851;914
13;17808;PES;Újszilvás;község;1 401;1 393
13;28644;PES;Úri;község;1 320;1 380
13;11934;PES;Üröm;község;4 194;4 303
13;05917;PES;Vácduka;község;882;905
13;30331;PES;Vácegres;község;491;477
13;19886;PES;Váchartyán;község;930;951
13;05698;PES;Váckisújfalu;község;239;243
13;17668;PES;Vácrátót;község;1 002;1 034
13;09104;PES;Vácszentlászló;község;1 104;1 108
13;10737;PES;Vámosmikola;község;755;755
13;22585;PES;Vasad;község;1 010;1 015
13;33729;PES;Verőce;község;2 028;2 066
13;22488;PES;Verseg;község;636;668
13;14960;PES;Zebegény;község;653;656
13;22035;PES;Zsámbok;község;1 238;1 283
14;20473;SOM;Kaposvár;megye székhely;28 446;32 500
14;33853;SOM;Balatonboglár;város;2 677;3 008
14;07117;SOM;Balatonföldvár;város;1 136;1 221
14;33862;SOM;Balatonlelle;város;2 384;2 542
14;32799;SOM;Barcs;város;5 090;5 573
14;21315;SOM;Csurgó;város;2 295;2 476
14;14632;SOM;Fonyód;város;2 519;2 688
14;11192;SOM;Igal;város;746;796
14;26453;SOM;Kadarkút;város;1 230;1 205
14;26675;SOM;Lengyeltóti;város;1 520;1 561
14;18500;SOM;Marcali;város;5 291;6 039
14;17941;SOM;Nagyatád;város;4 722;5 409
14;21652;SOM;Nagybajom;város;1 610;1 585
14;17631;SOM;Siófok;város;11 633;13 335
14;08590;SOM;Tab;város;2 064;2 168
14;06008;SOM;Zamárdi;város;1 332;1 383
14;24907;SOM;Balatonszárszó;nagyközség;1 079;1 182
14;30119;SOM;Berzence;nagyközség;1 124;1 285
14;06080;SOM;Ádánd;község;1 093;1 127
14;34184;SOM;Alsóbogát;község;129;122
14;28714;SOM;Andocs;község;527;538
14;30474;SOM;Babócsa;község;736;758
14;28316;SOM;Bábonymegyer;község;408;405
14;14395;SOM;Bakháza;község;92;78
14;27377;SOM;Balatonberény;község;636;638
14;19460;SOM;Balatonendréd;község;640;729
14;20729;SOM;Balatonfenyves;község;1 112;1 190
14;07375;SOM;Balatonkeresztúr;község;852;945
14;14562;SOM;Balatonmáriafürdő;község;416;470
14;11916;SOM;Balatonőszöd;község;274;298
14;16601;SOM;Balatonszabadi;község;1 486;1 538
14;22822;SOM;Balatonszemes;község;880;969
14;21324;SOM;Balatonszentgyörgy;község;816;857
14;16470;SOM;Balatonújlak;község;235;237
14;03559;SOM;Balatonvilágos;község;744;729
14;24457;SOM;Bálványos;község;305;320
14;03735;SOM;Bárdudvarnok;község;580;587
14;32337;SOM;Baté;község;380;404
14;20710;SOM;Bedegkér;község;202;189
14;06910;SOM;Bélavár;község;161;178
14;17127;SOM;Beleg;község;312;279
14;10506;SOM;Bodrog;község;200;181
14;13994;SOM;Bolhás;község;194;200
14;18120;SOM;Bolhó;község;371;373
14;22673;SOM;Bonnya;község;137;129
14;26532;SOM;Böhönye;község;1 117;1 150
14;26277;SOM;Bőszénfa;község;251;257
14;17358;SOM;Buzsák;község;723;856
14;08703;SOM;Büssü;község;189;186
14;03799;SOM;Csákány;község;185;162
14;25681;SOM;Cserénfa;község;114;111
14;05971;SOM;Csokonyavisonta;község;788;797
14;08040;SOM;Csoma;község;219;218
14;02477;SOM;Csombárd;község;145;135
14;24314;SOM;Csököly;község;468;519
14;27270;SOM;Csömend;község;141;161
14;10603;SOM;Csurgónagymarton;község;84;88
14;31352;SOM;Darány;község;445;471
14;13611;SOM;Drávagárdony;község;70;79
14;15884;SOM;Drávatamási;község;202;176
14;10861;SOM;Ecseny;község;124;123
14;03489;SOM;Edde;község;106;96
14;13985;SOM;Felsőmocsolád;község;207;177
14;31644;SOM;Fiad;község;57;62
14;22026;SOM;Fonó;község;158;166
14;22707;SOM;Főnyed;község;51;42
14;28264;SOM;Gadács;község;60;39
14;26222;SOM;Gadány;község;156;184
14;06585;SOM;Gálosfa;község;116;115
14;06451;SOM;Gamás;község;349;381
14;09177;SOM;Gige;község;188;200
14;30571;SOM;Gölle;község;422;435
14;14599;SOM;Görgeteg;község;562;540
14;30960;SOM;Gyékényes;község;492;502
14;23904;SOM;Gyugy;község;175;155
14;18634;SOM;Hács;község;192;185
14;25830;SOM;Hajmás;község;128;111
14;08837;SOM;Háromfa;község;341;351
14;16726;SOM;Hedrehely;község;198;184
14;09946;SOM;Hencse;község;151;164
14;24846;SOM;Heresznye;község;143;136
14;09928;SOM;Hetes;község;534;600
14;06211;SOM;Hollád;község;135;137
14;19150;SOM;Homokszentgyörgy;község;486;531
14;30775;SOM;Hosszúvíz;község;34;34
14;19619;SOM;Iharos;község;239;254
14;27784;SOM;Iharosberény;község;623;656
14;26301;SOM;Inke;község;597;616
14;21333;SOM;Istvándi;község;274;311
14;15927;SOM;Jákó;község;310;308
14;17279;SOM;Juta;község;595;603
14;06105;SOM;Kálmáncsa;község;296;281
14;05272;SOM;Kánya;község;212;221
14;33394;SOM;Kapoly;község;313;335
14;09098;SOM;Kaposfő;község;782;790
14;28811;SOM;Kaposgyarmat;község;43;40
14;25867;SOM;Kaposhomok;község;245;245
14;12663;SOM;Kaposkeresztúr;község;173;167
14;18227;SOM;Kaposmérő;község;1 200;1 252
14;06424;SOM;Kaposszerdahely;község;537;512
14;15732;SOM;Kaposújlak;község;361;367
14;05351;SOM;Kára;község;36;32
14;05263;SOM;Karád;község;798;793
14;08411;SOM;Kastélyosdombó;község;89;98
14;34193;SOM;Kaszó;község;47;39
14;26888;SOM;Kazsok;község;165;150
14;17446;SOM;Kelevíz;község;193;168
14;14386;SOM;Kercseliget;község;194;180
14;04598;SOM;Kereki;község;255;288
14;11174;SOM;Kéthely;község;1 127;1 165
14;19053;SOM;Kisasszond;község;107;78
14;24387;SOM;Kisbajom;község;186;204
14;24493;SOM;Kisbárapáti;község;209;202
14;30827;SOM;Kisberény;község;101;94
14;04826;SOM;Kisgyalán;község;127;116
14;13781;SOM;Kiskorpád;község;460;492
14;09858;SOM;Komlósd;község;73;99
14;13745;SOM;Kőkút;község;288;227
14;15510;SOM;Kőröshegy;község;687;746
14;18148;SOM;Kötcse;község;278;258
14;28857;SOM;Kutas;község;714;709
14;28291;SOM;Lábod;község;908;952
14;16258;SOM;Lad;község;296;307
14;11040;SOM;Lakócsa;község;283;293
14;14863;SOM;Látrány;község;673;745
14;32355;SOM;Libickozma;község;28;27
14;10010;SOM;Lulla;község;121;100
14;10427;SOM;Magyaratád;község;394;399
14;25371;SOM;Magyaregres;község;305;315
14;23630;SOM;Mernye;község;648;681
14;16106;SOM;Mesztegnyő;község;666;709
14;30854;SOM;Mezőcsokonya;község;602;624
14;20905;SOM;Mike;község;319;318
14;33376;SOM;Miklósi;község;105;117
14;31343;SOM;Mosdós;község;419;467
14;15909;SOM;Nágocs;község;284;315
14;29063;SOM;Nagyberény;község;677;693
14;21449;SOM;Nagyberki;község;678;742
14;20598;SOM;Nagycsepely;község;195;191
14;32805;SOM;Nagykorpád;község;273;251
14;25520;SOM;Nagyszakácsi;község;253;221
14;07913;SOM;Nemesdéd;község;410;421
14;25511;SOM;Nemeskisfalud;község;67;59
14;17561;SOM;Nemesvid;község;390;347
14;10959;SOM;Nikla;község;400;402
14;03203;SOM;Nyim;község;170;167
14;24536;SOM;Orci;község;269;290
14;16823;SOM;Ordacsehi;község;441;438
14;19770;SOM;Osztopán;község;423;410
14;07056;SOM;Öreglak;község;759;806
14;14012;SOM;Őrtilos;község;232;224
14;32115;SOM;Ötvöskónyi;község;455;446
14;34041;SOM;Pálmajor;község;168;164
14;26392;SOM;Pamuk;község;145;131
14;06141;SOM;Patalom;község;140;151
14;12168;SOM;Patca;község;30;33
14;15592;SOM;Patosfa;község;114;143
14;29197;SOM;Péterhida;község;82;80
14;27553;SOM;Pogányszentpéter;község;260;253
14;13790;SOM;Polány;község;144;132
14;11828;SOM;Porrog;község;97;92
14;13930;SOM;Porrogszentkirály;község;139;148
14;28510;SOM;Porrogszentpál;község;32;41
14;28361;SOM;Potony;község;97;102
14;19026;SOM;Pusztakovácsi;község;433;448
14;23311;SOM;Pusztaszemes;község;212;214
14;30863;SOM;Ráksi;község;227;225
14;05078;SOM;Rinyabesenyő;község;110;89
14;32674;SOM;Rinyakovácsi;község;99;85
14;26754;SOM;Rinyaszentkirály;község;216;183
14;20622;SOM;Rinyaújlak;község;157;170
14;20321;SOM;Rinyaújnép;község;30;25
14;14942;SOM;Ságvár;község;961;1 039
14;31121;SOM;Sántos;község;240;273
14;02051;SOM;Sávoly;község;275;226
14;27368;SOM;Segesd;község;1 187;1 200
14;32133;SOM;Sérsekszőlős;község;68;71
14;32780;SOM;Simonfa;község;169;213
14;23092;SOM;Siójut;község;345;323
14;04127;SOM;Som;község;352;354
14;13824;SOM;Somodor;község;219;194
14;30580;SOM;Somogyacsa;község;91;91
14;05500;SOM;Somogyaracs;község;90;79
14;31219;SOM;Somogyaszaló;község;393;369
14;32470;SOM;Somogybabod;község;244;231
14;25043;SOM;Somogybükkösd;község;52;41
14;11484;SOM;Somogycsicsó;község;68;76
14;15981;SOM;Somogydöröcske;község;72;75
14;20057;SOM;Somogyegres;község;104;94
14;18078;SOM;Somogyfajsz;község;269;260
14;20330;SOM;Somogygeszti;község;236;218
14;28963;SOM;Somogyjád;község;722;819
14;12876;SOM;Somogymeggyes;község;247;237
14;15626;SOM;Somogysámson;község;368;377
14;28723;SOM;Somogysárd;község;653;651
14;27535;SOM;Somogysimonyi;község;52;51
14;06600;SOM;Somogyszentpál;község;429;408
14;03416;SOM;Somogyszil;község;353;364
14;18546;SOM;Somogyszob;község;734;763
14;32601;SOM;Somogytúr;község;222;243
14;04853;SOM;Somogyudvarhely;község;477;541
14;21856;SOM;Somogyvámos;község;377;382
14;19442;SOM;Somogyvár;község;884;863
14;04835;SOM;Somogyzsitfa;község;277;289
14;14854;SOM;Szabadi;község;140;150
14;28574;SOM;Szabás;község;336;263
14;34236;SOM;Szántód;község;331;356
14;18607;SOM;Szegerdő;község;120;105
14;15103;SOM;Szenna;község;383;391
14;11509;SOM;Szenta;község;196;190
14;25706;SOM;Szentbalázs;község;157;149
14;32841;SOM;Szentborbás;község;61;64
14;12973;SOM;Szentgáloskér;község;271;259
14;30146;SOM;Szenyér;község;172;149
14;32461;SOM;Szilvásszentmárton;község;95;94
14;15194;SOM;Szólád;község;285;291
14;05193;SOM;Szorosad;község;44;56
14;05810;SOM;Szőkedencs;község;144;153
14;11101;SOM;Szőlősgyörök;község;679;680
14;10986;SOM;Szulok;község;315;316
14;24615;SOM;Tapsony;község;326;324
14;16735;SOM;Tarany;község;549;603
14;13693;SOM;Táska;község;217;216
14;04932;SOM;Taszár;község;909;986
14;23968;SOM;Teleki;község;124;104
14;32416;SOM;Tengőd;község;222;213
14;17844;SOM;Tikos;község;86;67
14;10153;SOM;Torvaj;község;132;117
14;16407;SOM;Tótújfalu;község;129;124
14;20093;SOM;Törökkoppány;község;193;218
14;07205;SOM;Újvárfalva;község;134;118
14;09274;SOM;Varászló;község;72;88
14;26781;SOM;Várda;község;211;235
14;08183;SOM;Vése;község;358;397
14;19017;SOM;Visnye;község;130;113
14;06877;SOM;Visz;község;96;84
14;29780;SOM;Vízvár;község;254;254
14;09645;SOM;Vörs;község;273;291
14;14623;SOM;Zákány;község;540;567
14;34403;SOM;Zákányfalu;község;236;264
14;11466;SOM;Zala;község;122;120
14;33057;SOM;Zics;község;167;175
14;27614;SOM;Zimány;község;285;275
14;26842;SOM;Zselickisfalud;község;130;123
14;24110;SOM;Zselickislak;község;184;236
14;17491;SOM;Zselicszentpál;község;211;223
15;17206;SZA;Nyíregyháza;megye székhely;55 669;62 542
15;08776;SZA;Ajak;város;1 750;1 906
15;02325;SZA;Baktalórántháza;város;1 804;1 899
15;26958;SZA;Balkány;város;3 029;3 008
15;30641;SZA;Csenger;város;2 415;2 605
15;17756;SZA;Demecser;város;2 064;2 161
15;14508;SZA;Dombrád;város;1 998;2 030
15;18971;SZA;Fehérgyarmat;város;3 771;4 058
15;25636;SZA;Ibrány;város;3 319;3 412
15;19992;SZA;Kemecse;város;2 505;2 523
15;09265;SZA;Kisvárda;város;7 697;8 559
15;17826;SZA;Mándok;város;2 035;2 145
15;19655;SZA;Máriapócs;város;954;1 064
15;18874;SZA;Mátészalka;város;7 709;8 520
15;06488;SZA;Nagyecsed;város;3 070;3 198
15;27155;SZA;Nagyhalász;város;2 813;2 870
15;24785;SZA;Nagykálló;város;4 621;4 942
15;14845;SZA;Nyírbátor;város;5 743;6 170
15;31158;SZA;Nyírbogát;város;1 519;1 543
15;11271;SZA;Nyírlugos;város;1 305;1 389
15;12274;SZA;Nyírmada;város;2 437;2 573
15;13550;SZA;Nyírtelek;város;3 570;3 528
15;14739;SZA;Rakamaz;város;2 179;2 387
15;23524;SZA;Tiszalök;város;2 579;2 715
15;07597;SZA;Tiszavasvári;város;6 392;6 508
15;26611;SZA;Újfehértó;város;6 201;6 417
15;18591;SZA;Vaja;város;1 810;1 779
15;18324;SZA;Vásárosnamény;város;4 224;4 463
15;16203;SZA;Záhony;város;2 040;2 193
15;05801;SZA;Gávavencsellő;nagyközség;1 654;1 793
15;13019;SZA;Hodász;nagyközség;1 636;1 648
15;31404;SZA;Kállósemjén;nagyközség;1 800;1 864
15;16665;SZA;Kölcse;nagyközség;676;727
15;30979;SZA;Levelek;nagyközség;1 462;1 515
15;07463;SZA;Mérk;nagyközség;1 055;1 108
15;15802;SZA;Nyírbéltek;nagyközség;1 430;1 440
15;31769;SZA;Ököritófülpös;nagyközség;897;920
15;17215;SZA;Porcsalma;nagyközség;1 405;1 381
15;04312;SZA;Tarpa;nagyközség;1 320;1 322
15;17817;SZA;Tiszabecs;nagyközség;778;701
15;12593;SZA;Tiszadob;nagyközség;1 390;1 325
15;09919;SZA;Tuzsér;nagyközség;1 794;1 702
15;31398;SZA;Tyukod;nagyközség;993;1 020
15;29975;SZA;Anarcs;község;997;1 027
15;20303;SZA;Apagy;község;1 168;1 175
15;09353;SZA;Aranyosapáti;község;1 060;1 119
15;15963;SZA;Balsa;község;348;341
15;26480;SZA;Barabás;község;511;469
15;02990;SZA;Bátorliget;község;314;319
15;25441;SZA;Benk;község;234;242
15;28246;SZA;Beregdaróc;község;533;491
15;20677;SZA;Beregsurány;község;498;465
15;07472;SZA;Berkesz;község;373;380
15;13639;SZA;Besenyőd;község;413;399
15;21227;SZA;Beszterec;község;488;499
15;02945;SZA;Biri;község;668;681
15;22239;SZA;Botpalád;község;504;387
15;11299;SZA;Bököny;község;1 560;1 563
15;19707;SZA;Buj;község;1 157;1 147
15;09681;SZA;Cégénydányád;község;332;357
15;12928;SZA;Csaholc;község;357;325
15;29416;SZA;Csaroda;község;284;323
15;09715;SZA;Császló;község;181;200
15;26107;SZA;Csegöld;község;355;351
15;24095;SZA;Csengersima;község;422;399
15;26851;SZA;Csengerújfalu;község;468;435
15;18795;SZA;Darnó;község;86;83
15;03647;SZA;Döge;község;1 099;1 093
15;32328;SZA;Encsencs;község;997;927
15;18528;SZA;Eperjeske;község;602;629
15;10852;SZA;Érpatak;község;903;845
15;23250;SZA;Fábiánháza;község;947;878
15;22415;SZA;Fényeslitke;község;1 178;1 301
15;10791;SZA;Fülesd;község;241;201
15;14377;SZA;Fülpösdaróc;község;177;191
15;13727;SZA;Gacsály;község;495;513
15;04996;SZA;Garbolc;község;72;80
15;03629;SZA;Géberjén;község;219;236
15;05670;SZA;Gégény;község;934;941
15;04613;SZA;Gelénes;község;307;290
15;13000;SZA;Gemzse;község;449;460
15;28893;SZA;Geszteréd;község;850;881
15;29443;SZA;Gulács;község;531;503
15;28945;SZA;Győröcske;község;87;73
15;10126;SZA;Győrtelek;község;859;848
15;07676;SZA;Gyulaháza;község;946;964
15;19558;SZA;Gyügye;község;150;147
15;33774;SZA;Gyüre;község;644;622
15;12061;SZA;Hermánszeg;község;135;137
15;05616;SZA;Hetefejércse;község;137;174
15;09654;SZA;Ilk;község;683;639
15;17075;SZA;Jánd;község;408;386
15;07843;SZA;Jánkmajtis;község;887;922
15;17589;SZA;Jármi;község;627;645
15;13143;SZA;Jéke;község;338;381
15;27225;SZA;Kálmánháza;község;933;924
15;02671;SZA;Kántorjánosi;község;1 021;1 035
15;28431;SZA;Kék;község;968;1 016
15;14359;SZA;Kékcse;község;731;808
15;32869;SZA;Kérsemjén;község;151;163
15;19424;SZA;Kisar;község;569;511
15;08509;SZA;Kishódos;község;44;41
15;28477;SZA;Kisléta;község;863;849
15;16036;SZA;Kisnamény;község;153;161
15;29300;SZA;Kispalád;község;426;384
15;09751;SZA;Kisszekeres;község;260;298
15;12672;SZA;Kisvarsány;község;504;530
15;07445;SZA;Kocsord;község;1 431;1 505
15;22336;SZA;Komlódtótfalu;község;70;74
15;27146;SZA;Komoró;község;623;662
15;23728;SZA;Kótaj;község;2 297;2 327
15;23612;SZA;Kömörő;község;293;295
15;21290;SZA;Laskod;község;439;466
15;26091;SZA;Lónya;község;545;459
15;07995;SZA;Lövőpetri;község;239;249
15;29984;SZA;Magosliget;község;174;164
15;16629;SZA;Magy;község;406;450
15;02088;SZA;Mánd;község;155;151
15;33224;SZA;Márokpapi;község;342;303
15;20668;SZA;Mátyus;község;157;144
15;29799;SZA;Méhtelek;község;371;383
15;32656;SZA;Mezőladány;község;539;498
15;31750;SZA;Milota;község;482;482
15;19211;SZA;Nábrád;község;443;444
15;04710;SZA;Nagyar;község;351;330
15;22743;SZA;Nagycserkesz;község;902;805
15;21485;SZA;Nagydobos;község;1 120;1 133
15;26976;SZA;Nagyhódos;község;78;70
15;27988;SZA;Nagyszekeres;község;263;271
15;33783;SZA;Nagyvarsány;község;675;695
15;08420;SZA;Napkor;község;1 884;1 928
15;27119;SZA;Nemesborzova;község;54;48
15;28802;SZA;Nyírbogdány;község;1 422;1 465
15;07904;SZA;Nyírcsaholy;község;1 173;1 144
15;25973;SZA;Nyírcsászári;község;589;590
15;05041;SZA;Nyírderzs;község;276;297
15;28440;SZA;Nyírgelse;község;567;562
15;09238;SZA;Nyírgyulaj;község;993;995
15;14696;SZA;Nyíribrony;község;580;580
15;31477;SZA;Nyírjákó;község;419;428
15;18290;SZA;Nyírkarász;község;1 058;1 185
15;32452;SZA;Nyírkáta;község;1 096;988
15;25928;SZA;Nyírkércs;község;362;377
15;11095;SZA;Nyírlövő;község;329;345
15;23269;SZA;Nyírmeggyes;község;1 315;1 347
15;26365;SZA;Nyírmihálydi;község;1 094;1 131
15;10807;SZA;Nyírparasznya;község;462;454
15;33145;SZA;Nyírpazony;község;1 899;1 964
15;03878;SZA;Nyírpilis;község;535;502
15;28060;SZA;Nyírtass;község;989;926
15;09256;SZA;Nyírtét;község;507;504
15;12098;SZA;Nyírtura;község;966;1 021
15;16522;SZA;Nyírvasvári;község;999;956
15;22284;SZA;Ófehértó;község;1 283;1 293
15;11129;SZA;Olcsva;község;393;339
15;10834;SZA;Olcsvaapáti;község;150;140
15;27924;SZA;Ópályi;község;1 650;1 587
15;26550;SZA;Ömböly;község;221;220
15;09025;SZA;Őr;község;755;785
15;29559;SZA;Panyola;község;270;280
15;27748;SZA;Pap;község;947;955
15;32577;SZA;Papos;község;408;430
15;31972;SZA;Paszab;község;668;637
15;12186;SZA;Pátroha;község;1 493;1 566
15;23685;SZA;Pátyod;község;342;354
15;17084;SZA;Penészlek;község;517;526
15;32692;SZA;Penyige;község;394;384
15;17224;SZA;Petneháza;község;837;842
15;03391;SZA;Piricse;község;922;960
15;11244;SZA;Pócspetri;község;811;894
15;13860;SZA;Pusztadobos;község;738;761
15;31857;SZA;Ramocsaháza;község;693;748
15;09061;SZA;Rápolt;község;80;76
15;21573;SZA;Rétközberencs;község;583;565
15;24581;SZA;Rohod;község;592;644
15;17428;SZA;Rozsály;község;389;354
15;04491;SZA;Sényő;község;705;726
15;23889;SZA;Sonkád;község;435;420
15;19169;SZA;Szabolcs;község;178;185
15;22053;SZA;Szabolcsbáka;község;552;582
15;03586;SZA;Szabolcsveresmart;község;706;710
15;04774;SZA;Szakoly;község;1 425;1 341
15;18005;SZA;Szamosangyalos;község;430;332
15;22017;SZA;Szamosbecs;község;206;201
15;16300;SZA;Szamoskér;község;209;181
15;10436;SZA;Szamossályi;község;382;364
15;13046;SZA;Szamosszeg;község;933;904
15;30085;SZA;Szamostatárfalva;község;173;160
15;31273;SZA;Szamosújlak;község;179;208
15;31237;SZA;Szatmárcseke;község;870;794
15;31088;SZA;Székely;község;549;517
15;34388;SZA;Szorgalmatos;község;498;483
15;29911;SZA;Tákos;község;181;178
15;33358;SZA;Terem;község;344;320
15;08952;SZA;Tiborszállás;község;483;511
15;24475;SZA;Timár;község;670;660
15;09423;SZA;Tiszaadony;község;326;332
15;03850;SZA;Tiszabercel;község;908;929
15;20172;SZA;Tiszabezdéd;község;970;959
15;24448;SZA;Tiszacsécse;község;137;123
15;06433;SZA;Tiszadada;község;1 064;1 086
15;09113;SZA;Tiszaeszlár;község;1 265;1 300
15;08554;SZA;Tiszakanyár;község;794;833
15;04446;SZA;Tiszakerecseny;község;524;516
15;08794;SZA;Tiszakóród;község;412;407
15;11907;SZA;Tiszamogyorós;község;322;339
15;27252;SZA;Tiszanagyfalu;község;907;944
15;10205;SZA;Tiszarád;község;313;280
15;13541;SZA;Tiszaszalka;község;450;471
15;27544;SZA;Tiszaszentmárton;község;593;592
15;14447;SZA;Tiszatelek;község;663;678
15;33747;SZA;Tiszavid;község;327;302
15;27261;SZA;Tisztaberek;község;373;330
15;20260;SZA;Tivadar;község;101;99
15;16957;SZA;Tornyospálca;község;1 359;1 319
15;13213;SZA;Tunyogmatolcs;község;1 247;1 230
15;13602;SZA;Túristvándi;község;400;369
15;08998;SZA;Túrricse;község;341;334
15;33659;SZA;Újdombrád;község;341;326
15;10117;SZA;Újkenéz;község;490;508
15;28981;SZA;Ura;község;303;313
15;31820;SZA;Uszka;község;295;287
15;06938;SZA;Vállaj;község;686;620
15;27322;SZA;Vámosatya;község;270;282
15;08934;SZA;Vámosoroszi;község;264;259
15;27100;SZA;Vasmegyer;község;880;905
15;06275;SZA;Zajta;község;236;219
15;28750;SZA;Zsarolyán;község;207;215
15;13037;SZA;Zsurk;község;346;347
16;27854;SZO;Szolnok;megye székhely;31 987;35 671
16;12441;SZO;Abádszalók;város;2 053;2 166
16;11305;SZO;Besenyszög;város;1 624;1 641
16;16647;SZO;Fegyvernek;város;3 280;3 296
16;22202;SZO;Jászapáti;város;4 123;4 362
16;22105;SZO;Jászárokszállás;város;3 689;3 943
16;18209;SZO;Jászberény;város;12 264;13 239
16;23339;SZO;Jászfényszaru;város;2 831;3 039
16;22798;SZO;Jászkisér;város;2 539;2 588
16;04923;SZO;Karcag;város;9 445;9 908
16;17145;SZO;Kenderes;város;2 094;2 217
16;25919;SZO;Kisújszállás;város;5 244;5 441
16;22567;SZO;Kunhegyes;város;3 680;3 827
16;32504;SZO;Kunszentmárton;város;3 809;3 997
16;02626;SZO;Martfű;város;2 947;3 222
16;04260;SZO;Mezőtúr;város;7 969;8 470
16;14207;SZO;Rákóczifalva;város;2 670;2 731
16;13815;SZO;Tiszaföldvár;város;5 233;5 404
16;29726;SZO;Tiszafüred;város;5 456;5 797
16;27313;SZO;Törökszentmiklós;város;9 954;10 454
16;28228;SZO;Túrkeve;város;4 124;4 260
16;15291;SZO;Újszász;város;2 964;3 156
16;22938;SZO;Cibakháza;nagyközség;1 956;1 931
16;21111;SZO;Jászladány;nagyközség;2 764;2 785
16;23171;SZO;Kunmadaras;nagyközség;2 708;2 652
16;28006;SZO;Öcsöd;nagyközség;1 592;1 615
16;25265;SZO;Alattyán;község;999;1 067
16;34005;SZO;Berekfürdő;község;660;713
16;34175;SZO;Csataszög;község;161;148
16;13170;SZO;Csépa;község;834;872
16;05795;SZO;Cserkeszőlő;község;1 147;1 235
16;34050;SZO;Hunyadfalva;község;93;89
16;22859;SZO;Jánoshida;község;1 224;1 286
16;22929;SZO;Jászágó;község;362;366
16;30711;SZO;Jászalsószentgyörgy;község;1 686;1 708
16;15811;SZO;Jászboldogháza;község;846;866
16;17978;SZO;Jászdózsa;község;1 023;1 123
16;23579;SZO;Jászfelsőszentgyörgy;község;930;890
16;24086;SZO;Jászivány;község;198;193
16;25186;SZO;Jászjákóhalma;község;1 454;1 456
16;13514;SZO;Jászszentandrás;község;1 233;1 312
16;23135;SZO;Jásztelek;község;797;782
16;07418;SZO;Kengyel;község;1 666;1 734
16;19813;SZO;Kétpó;község;333;301
16;11235;SZO;Kőtelek;község;756;828
16;05254;SZO;Kuncsorba;község;285;271
16;30234;SZO;Mesterszállás;község;343;336
16;26286;SZO;Mezőhék;község;162;164
16;21689;SZO;Nagyiván;község;513;534
16;15574;SZO;Nagykörű;község;821;842
16;06318;SZO;Nagyrév;község;346;320
16;29382;SZO;Örményes;község;499;508
16;15246;SZO;Pusztamonostor;község;774;794
16;12423;SZO;Rákócziújfalu;község;955;980
16;05874;SZO;Szajol;község;1 951;1 913
16;05777;SZO;Szászberek;község;470;510
16;20428;SZO;Szelevény;község;528;496
16;10773;SZO;Tiszabő;község;1 187;1 106
16;22770;SZO;Tiszabura;község;1 682;1 562
16;16230;SZO;Tiszaderzs;község;548;583
16;30304;SZO;Tiszagyenda;község;503;525
16;28699;SZO;Tiszaigar;község;380;373
16;20446;SZO;Tiszainoka;község;195;195
16;29346;SZO;Tiszajenő;község;774;798
16;30386;SZO;Tiszakürt;község;648;684
16;15787;SZO;Tiszaörs;község;674;659
16;03373;SZO;Tiszapüspöki;község;1 055;1 082
16;20181;SZO;Tiszaroff;község;832;872
16;21494;SZO;Tiszasas;község;531;551
16;17695;SZO;Tiszasüly;község;761;732
16;22789;SZO;Tiszaszentimre;község;931;977
16;07852;SZO;Tiszaszőlős;község;771;751
16;09627;SZO;Tiszatenyő;község;827;801
16;31866;SZO;Tiszavárkony;község;803;771
16;09557;SZO;Tomajmonostora;község;384;359
16;07490;SZO;Tószeg;község;2 245;2 254
16;21157;SZO;Vezseny;község;325;333
16;14836;SZO;Zagyvarékas;község;1 861;1 986
17;22761;TOL;Szekszárd;megye székhely;14 465;16 498
17;08864;TOL;Bátaszék;város;3 039;3 292
17;06497;TOL;Bonyhád;város;5 966;6 553
17;07685;TOL;Dombóvár;város;8 514;9 476
17;31501;TOL;Dunaföldvár;város;4 096;4 335
17;30289;TOL;Gyönk;város;793;909
17;14030;TOL;Nagymányok;város;1 068;1 132
17;04862;TOL;Paks;város;8 555;9 268
17;20783;TOL;Simontornya;város;1 874;1 997
